Question ,Question Id,Category,Country
"[FR] Sequence 4: For sequence #4, the manufacturer is considering launching in each indication separately, in the following sequence: aGC, followed by indication B, and finally mNSCLC",170,Cross-Indication Assessment (~20 min),[France] 
"aGC: With expansion into aGC, representing a 1-3% increase in population size, do you expect there to be an impact on net price? If so, what level?",170.a,Cross-Indication Assessment (~20 min),[France] 
What is the potential to maintain Product X’s price given aGC represents a very small increase in population size for Product X?,170.a.i,Cross-Indication Assessment (~20 min),[France] 
"Indication B: With expansion into Indication B, representing a 40% increase in population size, do you expect there to be an impact on net price? If so, what level?",170.b,Cross-Indication Assessment (~20 min),[France] 
What is the potential to maintain Product X�s price given mNSCLC represents a very small increase in population size for Product X?,170.b.i,Cross-Indication Assessment (~20 min),[France] 
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a 2% increase in population size, do you expect there to be an impact on net price? If so, what level?",170.c,Cross-Indication Assessment (~20 min),[France] 
What is the potential to maintain Product X’s price given mNSCLC represents a very small increase in population size for Product X?,170.c.i,Cross-Indication Assessment (~20 min),[France] 
"[IT] [ES] Sequence 3: For sequence #3, the manufacturer is considering launching in each indication separately: Indication A, then Indication B, followed by aGC, and finally mNSCLC. Based on a weighted average calculation, the price after launching in indication A and B would be [IT] €5,900 per month [ES] €X,XX per month",171,Cross-Indication Assessment (~20 min),[Italy] 
"[IT] [ES] Sequence 3: For sequence #3, the manufacturer is considering launching in each indication separately: Indication A, then Indication B, followed by aGC, and finally mNSCLC. Based on a weighted average calculation, the price after launching in indication A and B would be [IT] €5,900 per month [ES] €X,XX per month",171,Cross-Indication Assessment (~20 min),[Spain] 
"aGC: With expansion into aGC, representing a [IT] 2-8% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level? ",171.a,Cross-Indication Assessment (~20 min),[Italy]
"aGC: With expansion into aGC, representing a [IT] 2-8% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level? ",171.a,Cross-Indication Assessment (~20 min),[Spain] 
What is the potential to maintain Product X’s price given aGC represents a very small increase in population size for Product X? ,171.a.i,Cross-Indication Assessment (~20 min),[Italy] 
What is the potential to maintain Product X’s price given aGC represents a very small increase in population size for Product X? ,171.a.i,Cross-Indication Assessment (~20 min),[Spain]
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a [IT] 2% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level? ",171.b,Cross-Indication Assessment (~20 min),[Italy]
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a [IT] 2% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level? ",171.b,Cross-Indication Assessment (~20 min),[Spain]
"What is the potential to maintain Product X’s price given mNSCLC represents a very small increase in population size for Product X? Please refer to Exhibit 9, which highlights potential sequences we have discussed. Is there a different launch sequence we have not discussed which you think would lead to the least amount of price change?  ",171.b.i,Cross-Indication Assessment (~20 min),[Italy]
"What is the potential to maintain Product X’s price given mNSCLC represents a very small increase in population size for Product X? Please refer to Exhibit 9, which highlights potential sequences we have discussed. Is there a different launch sequence we have not discussed which you think would lead to the least amount of price change?  ",171.b.i,Cross-Indication Assessment (~20 min),[Spain]
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a 2% increase in population size, do you expect there to be an impact on net price? If so, what level?",171.c,Cross-Indication Assessment (~20 min),[Italy]
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a 2% increase in population size, do you expect there to be an impact on net price? If so, what level?",171.c,Cross-Indication Assessment (~20 min),[Spain]
What is the potential to maintain Product X�s price given mNSCLC represents a very small increase in population size for Product X?,171.c.i,Cross-Indication Assessment (~20 min),[Italy]
What is the potential to maintain Product X�s price given mNSCLC represents a very small increase in population size for Product X?,171.c.i,Cross-Indication Assessment (~20 min),[Spain]
"Across launch sequences, if there was a much larger indication which had the potential to launch after HER2m mNSCLC, how would waiting to launch mNSCLC at the same time as this larger indication impact price expectations?  ",172,All Markets,none
Do you have any other final thoughts or recommendations? ,173,THANK AND CLOSE,none
"aGC: With expansion into aGC, representing a [IT] 2-8% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level?",173.a,THANK AND CLOSE,none
What is the potential to maintain Product X�s price given aGC represents a very small increase in population size for Product X?,173.a.i,THANK AND CLOSE,none
"mNSCLC: With expansion from indications A, B and aGC into mNSCLC, representing a [IT] 2% [ES] X% increase in population size, do you expect there to be an impact on net price? If so, what level?",173.b,THANK AND CLOSE,none
What is the potential to maintain Product X�s price given mNSCLC represents a very small increase in population size for Product X?,173.b.i,THANK AND CLOSE,none
"Please refer to Exhibit 9, which highlights potential sequences we have discussed. Is there a different launch sequence we have not discussed which you think would lead to the least amount of price change? ",174,none,none
"Across launch sequences, if there was a much larger indication which had the potential to launch after HER2m mNSCLC, how would waiting to launch mNSCLC at the same time as this larger indication impact price expectations?",175,none,none
Do you have any other final thoughts or recommendations?,176,none,none
